timestamp,MW,kV,,
19-12-14 8:00,9.69,10.53,,
19-12-14 9:00,10.05,10.52,,
19-12-14 10:00,8.77,10.51,,
19-12-14 11:00,12.37,10.48,,
19-12-14 12:00,12.62,10.58,,
19-12-14 13:00,13.09,10.47,,
19-12-14 14:00,11.79,10.54,,
19-12-14 15:00,10.91,10.49,,
19-12-14 16:00,12.52,10.47,,
19-12-14 17:00,12.53,10.52,,
19-12-14 18:00,12.56,10.5,,
19-12-14 19:00,13.79,10.57,,
19-12-14 20:00,11.95,10.63,,
19-12-14 21:00,11.23,10.63,,
19-12-14 22:00,12.11,10.57,,
19-12-14 23:00,12.42,10.59,,
20-12-14 0:00,13.36,10.53,,
20-12-14 1:00,12.68,10.57,,
20-12-14 2:00,12.46,10.55,,
20-12-14 3:00,12.94,10.51,,
20-12-14 4:00,12.68,10.56,,
20-12-14 5:00,11.94,10.54,,
20-12-14 6:00,11.85,10.57,,
20-12-14 7:00,12.48,10.48,,
20-12-14 8:00,13.26,10.42,,
20-12-14 9:00,13.54,10.4,,
20-12-14 10:00,13.79,10.44,,
20-12-14 11:00,12.33,10.51,,
20-12-14 12:00,11.74,10.52,,
20-12-14 13:00,12.02,10.53,,
20-12-14 14:00,11.94,10.46,,
20-12-14 15:00,13.58,10.48,,
20-12-14 16:00,13.74,10.46,,
20-12-14 17:00,13.43,10.56,,
20-12-14 18:00,12.52,10.5,,
20-12-14 19:00,11.71,10.5,,
20-12-14 20:00,12,10.31,,
20-12-14 21:00,11.54,10.34,,
20-12-14 22:00,11.55,10.38,,
20-12-14 23:00,10.71,10.48,,
21-12-14 0:00,11.12,10.45,,
21-12-14 1:00,10.98,10.47,,
21-12-14 2:00,8.77,10.54,,
21-12-14 3:00,8.32,10.56,,
21-12-14 4:00,7.33,10.57,,
21-12-14 5:00,5.29,10.55,,
21-12-14 6:00,4.98,10.53,,
21-12-14 7:00,7.74,10.53,,
21-12-14 8:00,9.63,10.51,,
21-12-14 9:00,6.84,10.5,,
21-12-14 10:00,6.89,10.48,,
21-12-14 11:00,10,10.46,,
21-12-14 12:00,6.31,10.45,,
21-12-14 13:00,8.41,10.48,,
21-12-14 14:00,8.42,10.48,,
21-12-14 15:00,11.17,10.39,,
21-12-14 16:00,12.3,10.43,,
21-12-14 17:00,12.61,10.37,,
21-12-14 18:00,12.63,10.4,,
21-12-14 19:00,12.51,10.47,,
21-12-14 20:00,12.45,10.5,,
21-12-14 21:00,12.3,10.57,,
21-12-14 22:00,11.73,10.6,,
21-12-14 23:00,10.74,10.37,,
22-12-14 0:00,12.3,10.39,,
22-12-14 1:00,7.29,10.42,,
22-12-14 2:00,-0.08,10.4,,
22-12-14 3:00,-0.07,10.54,,
22-12-14 4:00,-0.06,10.61,,
22-12-14 5:00,9.55,10.57,,
22-12-14 6:00,12.62,10.42,,
22-12-14 7:00,12.64,10.61,,
22-12-14 8:00,12.55,10.5,,
22-12-14 9:00,12.58,10.5,,
22-12-14 10:00,12.75,10.44,,
22-12-14 11:00,12.08,10.44,,
22-12-14 12:00,11.7,10.52,,
22-12-14 13:00,11.9,10.54,,
22-12-14 14:00,11.24,10.56,,
22-12-14 15:00,10.18,10.59,,
22-12-14 16:00,8.04,10.62,,
22-12-14 17:00,11.24,10.66,,
22-12-14 18:00,10.9,10.58,,
22-12-14 19:00,10.43,10.39,,
22-12-14 20:00,10.48,10.55,,
22-12-14 21:00,9.6,10.61,,
22-12-14 22:00,7.33,10.64,,
22-12-14 23:00,6.53,10.58,,
23-12-14 0:00,7.58,10.48,,
23-12-14 1:00,9.23,10.47,,
23-12-14 2:00,9.03,10.46,,
23-12-14 3:00,8.6,10.47,,
23-12-14 4:00,8.96,10.46,,
23-12-14 5:00,8.9,10.43,,
23-12-14 6:00,8.54,10.39,,
23-12-14 7:00,10.32,10.47,,
23-12-14 8:00,10.66,10.45,,
23-12-14 9:00,8.49,10.49,,
23-12-14 10:00,7.4,10.49,,
23-12-14 11:00,9.85,10.48,,
23-12-14 12:00,11.13,10.46,,
23-12-14 13:00,11.36,10.46,,
23-12-14 14:00,11.88,10.48,,
23-12-14 15:00,9.55,10.53,,
23-12-14 16:00,8.06,10.53,,
23-12-14 17:00,8.93,10.56,,
23-12-14 18:00,5.13,10.62,,
23-12-14 19:00,5.77,10.55,,
23-12-14 20:00,5,10.43,,
23-12-14 21:00,5.57,10.46,,
23-12-14 22:00,6.48,10.5,,
23-12-14 23:00,3.59,10.5,,
24-12-14 0:00,4.21,10.51,,
24-12-14 1:00,2.4,10.53,,
24-12-14 2:00,0.48,10.55,,
24-12-14 3:00,0.1,10.56,,
24-12-14 4:00,0.24,10.54,,
24-12-14 5:00,0.21,10.48,,
24-12-14 6:00,-0.08,10.44,,
24-12-14 7:00,0.15,10.45,,
24-12-14 8:00,0.59,10.43,,
24-12-14 9:00,1.62,10.44,,
24-12-14 10:00,5.1,10.43,,
24-12-14 11:00,2.26,10.39,,
24-12-14 12:00,1.54,10.45,,
24-12-14 13:00,0.47,10.51,,
24-12-14 14:00,4.41,10.56,,
24-12-14 15:00,2.15,10.57,,
24-12-14 16:00,4.19,10.56,,
24-12-14 17:00,2.92,10.56,,
24-12-14 18:00,4.51,10.63,,
24-12-14 19:00,1.2,10.63,,
24-12-14 20:00,0.21,10.61,,
24-12-14 21:00,-0.11,10.51,,
24-12-14 22:00,0.67,10.54,,
24-12-14 23:00,1.67,10.55,,
25-12-14 0:00,3.71,10.49,,
25-12-14 1:00,5.09,10.51,,
25-12-14 2:00,5.92,10.51,,
25-12-14 3:00,7.03,10.48,,
25-12-14 4:00,8.12,10.39,,
25-12-14 5:00,9.8,10.48,,
25-12-14 6:00,9.62,10.48,,
25-12-14 7:00,10.71,10.48,,
25-12-14 8:00,11.3,10.45,,
25-12-14 9:00,11.18,10.49,,
25-12-14 10:00,6.15,10.59,,
25-12-14 11:00,7.62,10.61,,
25-12-14 12:00,6.95,10.63,,
25-12-14 13:00,3.22,10.63,,
25-12-14 14:00,2.53,10.66,,
25-12-14 15:00,3.31,10.66,,
25-12-14 16:00,2.48,10.6,,
25-12-14 17:00,2.78,10.6,,
25-12-14 18:00,2.39,10.61,,
25-12-14 19:00,2.44,10.64,,
25-12-14 20:00,0.52,10.63,,
25-12-14 21:00,0.11,10.64,,
25-12-14 22:00,-0.12,10.65,,
25-12-14 23:00,-0.12,10.64,,
26-12-14 0:00,-0.13,10.48,,
26-12-14 1:00,0.22,10.51,,
26-12-14 2:00,1.31,10.53,,
26-12-14 3:00,1.91,10.54,,
26-12-14 4:00,1.69,10.53,,
26-12-14 5:00,2.11,10.5,,
26-12-14 6:00,2.98,10.48,,
26-12-14 7:00,3.35,10.45,,
26-12-14 8:00,4.49,10.44,,
26-12-14 9:00,1.42,10.44,,
26-12-14 10:00,2.97,10.43,,
26-12-14 11:00,1.19,10.4,,
26-12-14 12:00,0.84,10.44,,
26-12-14 13:00,0.68,10.47,,
26-12-14 14:00,0.86,10.48,,
26-12-14 15:00,1.28,10.48,,
26-12-14 16:00,2.72,10.44,,
26-12-14 17:00,2.66,10.43,,
26-12-14 18:00,2.74,10.44,,
26-12-14 19:00,4.01,10.47,,
26-12-14 20:00,4.4,10.49,,
26-12-14 21:00,4.86,10.51,,
26-12-14 22:00,5.2,10.51,,
26-12-14 23:00,4.12,10.52,,
27-12-14 0:00,3.27,10.5,,
27-12-14 1:00,3.97,10.46,,
27-12-14 2:00,1.18,10.42,,
27-12-14 3:00,2.56,10.43,,
27-12-14 4:00,2.31,10.44,,
27-12-14 5:00,2.08,10.42,,
27-12-14 6:00,0.58,10.44,,
27-12-14 7:00,0.01,10.49,,
27-12-14 8:00,-0.12,10.55,,
27-12-14 9:00,-0.11,10.52,,
27-12-14 10:00,-0.06,10.51,,
27-12-14 11:00,-0.02,10.55,,
27-12-14 12:00,-0.12,10.57,,
27-12-14 13:00,-0.12,10.56,,
27-12-14 14:00,0.08,10.58,,
27-12-14 15:00,0.14,10.55,,
27-12-14 16:00,0.35,10.5,,
27-12-14 17:00,0.8,10.5,,
27-12-14 18:00,1.92,10.58,,
27-12-14 19:00,2.87,10.53,,
27-12-14 20:00,4,10.48,,
27-12-14 21:00,3.75,10.5,,
27-12-14 22:00,4.52,10.52,,
27-12-14 23:00,4.66,10.5,,
28-12-14 0:00,2.38,10.5,,
28-12-14 1:00,1.77,10.5,,
28-12-14 2:00,2.35,10.54,,
28-12-14 3:00,1.01,10.54,,
28-12-14 4:00,0.45,10.53,,
28-12-14 5:00,-0.06,10.46,,
28-12-14 6:00,-0.12,10.4,,
28-12-14 7:00,-0.12,10.37,,
28-12-14 8:00,-0.12,10.48,,
28-12-14 9:00,1.07,10.55,,
28-12-14 10:00,2.92,10.59,,
28-12-14 11:00,4.09,10.66,,
28-12-14 12:00,1.7,10.64,,
28-12-14 13:00,1.52,10.64,,
28-12-14 14:00,3.51,10.64,,
28-12-14 15:00,8.02,10.6,,
28-12-14 16:00,11.1,10.49,,
28-12-14 17:00,10.75,10.59,,
28-12-14 18:00,6.84,10.58,,
28-12-14 19:00,4.29,10.55,,
28-12-14 20:00,2.98,10.56,,
28-12-14 21:00,2,10.59,,
28-12-14 22:00,4.55,10.49,,
28-12-14 23:00,3.03,10.49,,
29-12-14 0:00,3.64,10.47,,
29-12-14 1:00,3.3,10.47,,
29-12-14 2:00,1.96,10.47,,
29-12-14 3:00,0.96,10.47,,
29-12-14 4:00,0.32,10.47,,
29-12-14 5:00,0.03,10.41,,
29-12-14 6:00,-0.12,10.42,,
29-12-14 7:00,-0.12,10.46,,
29-12-14 8:00,-0.07,10.46,,
29-12-14 9:00,1.21,10.52,,
29-12-14 10:00,2.58,10.62,,
29-12-14 11:00,4.8,10.63,,
29-12-14 12:00,4.3,10.6,,
29-12-14 13:00,4.38,10.6,,
29-12-14 14:00,4.79,10.59,,
29-12-14 15:00,5.06,10.57,,
29-12-14 16:00,4.71,10.53,,
29-12-14 17:00,6.84,10.52,,
29-12-14 18:00,9.95,10.51,,
29-12-14 19:00,9.14,10.55,,
29-12-14 20:00,7.56,10.55,,
29-12-14 21:00,6.86,10.61,,
29-12-14 22:00,8.28,10.61,,
29-12-14 23:00,7.94,10.62,,
30-12-14 0:00,7.53,10.62,,
30-12-14 1:00,7.19,10.58,,
30-12-14 2:00,9.62,10.61,,
30-12-14 3:00,11.1,10.59,,
30-12-14 4:00,11.12,10.56,,
30-12-14 5:00,12.63,10.54,,
30-12-14 6:00,11.22,10.55,,
30-12-14 7:00,11.38,10.5,,
30-12-14 8:00,8.14,10.52,,
30-12-14 9:00,7.26,10.49,,
30-12-14 10:00,7.11,10.52,,
30-12-14 11:00,9.41,10.55,,
30-12-14 12:00,7.41,10.58,,
30-12-14 13:00,8.95,10.57,,
30-12-14 14:00,9.3,10.56,,
30-12-14 15:00,8.35,10.55,,
30-12-14 16:00,10.31,10.5,,
30-12-14 17:00,11.19,10.51,,
30-12-14 18:00,10.62,10.55,,
30-12-14 19:00,11.34,10.52,,
30-12-14 20:00,10.57,10.58,,
30-12-14 21:00,11.58,10.56,,
30-12-14 22:00,12.12,10.56,,
30-12-14 23:00,11.43,10.58,,
31-12-14 0:00,11.08,10.56,,
31-12-14 1:00,11.27,10.52,,
31-12-14 2:00,8.79,10.54,,
31-12-14 3:00,8.6,10.51,,
31-12-14 4:00,9.92,10.51,,
31-12-14 5:00,9.25,10.51,,
31-12-14 6:00,10.46,10.5,,
31-12-14 7:00,10.17,10.54,,
31-12-14 8:00,7.47,10.57,,
31-12-14 9:00,8.35,10.53,,
31-12-14 10:00,7.55,10.55,,
31-12-14 11:00,6.66,10.56,,
31-12-14 12:00,8.63,10.54,,
31-12-14 13:00,7.8,10.56,,
31-12-14 14:00,9.6,10.58,,
31-12-14 15:00,6.42,10.64,,
31-12-14 16:00,6.12,10.6,,
31-12-14 17:00,9.45,10.59,,
31-12-14 18:00,8.75,10.64,,
31-12-14 19:00,7.05,10.65,,
31-12-14 20:00,6.95,10.66,,
31-12-14 21:00,5.71,10.62,,
31-12-14 22:00,5.32,10.59,,
31-12-14 23:00,6.32,10.61,,
01-01-15 0:00,6.73,10.61,,
01-01-15 1:00,6.55,10.64,,
01-01-15 2:00,6.48,10.65,,
01-01-15 3:00,10.14,10.6,,
01-01-15 4:00,8.85,10.54,,
01-01-15 5:00,11.3,10.45,,
01-01-15 6:00,12.09,10.47,,
01-01-15 7:00,12.17,10.48,,
01-01-15 8:00,12.72,10.63,,
01-01-15 9:00,12.74,10.54,,
01-01-15 10:00,12.67,10.46,,
01-01-15 11:00,12.61,10.47,,
01-01-15 12:00,12.72,10.44,,
01-01-15 13:00,12.11,10.57,,
01-01-15 14:00,12.37,10.59,,
01-01-15 15:00,12.41,10.55,,
01-01-15 16:00,12.51,10.44,,
01-01-15 17:00,12.66,10.45,,
01-01-15 18:00,12.41,10.66,,
01-01-15 19:00,12.36,10.51,,
01-01-15 20:00,11.95,10.53,,
01-01-15 21:00,11.96,10.54,,
01-01-15 22:00,11.92,10.53,,
01-01-15 23:00,11.92,10.57,,
02-01-15 0:00,10.7,10.54,,
02-01-15 1:00,-0.1,10.45,,
02-01-15 2:00,-0.07,10.46,,
02-01-15 3:00,-0.06,10.44,,
02-01-15 4:00,0.37,10.45,,
02-01-15 5:00,11.89,10.5,,
02-01-15 6:00,11.95,10.54,,
02-01-15 7:00,11.92,10.5,,
02-01-15 8:00,11.88,10.46,,
02-01-15 9:00,11.36,10.52,,
02-01-15 10:00,8.39,10.53,,
02-01-15 11:00,10.4,10.5,,
02-01-15 12:00,12.93,10.49,,
02-01-15 13:00,14.35,10.51,,
02-01-15 14:00,13.52,10.53,,
02-01-15 15:00,12.99,10.59,,
02-01-15 16:00,14.3,10.48,,
02-01-15 17:00,14.1,10.49,,
02-01-15 18:00,12.65,10.5,,
02-01-15 19:00,13.34,10.56,,
02-01-15 20:00,14.74,10.57,,
02-01-15 21:00,14.54,10.56,,
02-01-15 22:00,14.13,10.58,,
02-01-15 23:00,14.37,10.47,,
03-01-15 0:00,14.44,10.45,,
03-01-15 1:00,14.25,10.47,,
03-01-15 2:00,13.76,10.51,,
03-01-15 3:00,13.77,10.54,,
03-01-15 4:00,11.59,10.48,,
03-01-15 5:00,8.62,10.44,,
03-01-15 6:00,8.73,10.46,,
03-01-15 7:00,12.1,10.43,,
03-01-15 8:00,12.25,10.38,,
03-01-15 9:00,12.06,10.46,,
03-01-15 10:00,11.6,10.58,,
03-01-15 11:00,10.99,10.62,,
03-01-15 12:00,11.54,10.57,,
03-01-15 13:00,10.96,10.57,,
03-01-15 14:00,9.1,10.57,,
03-01-15 15:00,10.59,10.54,,
03-01-15 16:00,9.05,10.55,,
03-01-15 17:00,3.52,10.55,,
03-01-15 18:00,6.55,10.57,,
03-01-15 19:00,7.54,10.6,,
03-01-15 20:00,4.89,10.59,,
03-01-15 21:00,6.21,10.59,,
03-01-15 22:00,8.42,10.6,,
03-01-15 23:00,7.28,10.6,,
04-01-15 0:00,6.83,10.62,,
04-01-15 1:00,6.31,10.64,,
04-01-15 2:00,8.14,10.61,,
04-01-15 3:00,9.92,10.5,,
04-01-15 4:00,10.23,10.5,,
04-01-15 5:00,10.01,10.51,,
04-01-15 6:00,9.23,10.52,,
04-01-15 7:00,5.74,10.61,,
04-01-15 8:00,8.85,10.52,,
04-01-15 9:00,7.06,10.55,,
04-01-15 10:00,8.38,10.52,,
04-01-15 11:00,5.65,10.53,,
04-01-15 12:00,7.86,10.57,,
04-01-15 13:00,7.91,10.61,,
04-01-15 14:00,7.13,10.62,,
04-01-15 15:00,5.78,10.6,,
04-01-15 16:00,5.58,10.53,,
04-01-15 17:00,8.17,10.52,,
04-01-15 18:00,2.42,10.56,,
04-01-15 19:00,5.92,10.56,,
04-01-15 20:00,5.91,10.56,,
04-01-15 21:00,8.06,10.54,,
04-01-15 22:00,7.73,10.56,,
04-01-15 23:00,10.79,10.46,,
05-01-15 0:00,12.67,10.46,,
05-01-15 1:00,12.55,10.51,,
05-01-15 2:00,12.54,10.57,,
05-01-15 3:00,11.13,10.49,,
05-01-15 4:00,8.47,10.43,,
05-01-15 5:00,3.97,10.4,,
05-01-15 6:00,6.11,10.49,,
05-01-15 7:00,6.76,10.54,,
05-01-15 8:00,1.62,10.52,,
05-01-15 9:00,-0.04,8.25,,
05-01-15 10:00,-0.03,7.51,,
05-01-15 11:00,-0.04,10.51,,
05-01-15 12:00,-0.04,10.53,,
05-01-15 13:00,-0.04,10.5,,
05-01-15 14:00,-0.04,10.53,,
05-01-15 15:00,-0.1,10.56,,
05-01-15 16:00,0.23,10.46,,
05-01-15 17:00,0.88,10.47,,
05-01-15 18:00,1.24,10.51,,
05-01-15 19:00,0.92,10.53,,
05-01-15 20:00,0.51,10.51,,
05-01-15 21:00,0.58,10.52,,
05-01-15 22:00,1.05,10.55,,
05-01-15 23:00,1.18,10.54,,
06-01-15 0:00,1.15,10.45,,
06-01-15 1:00,0.8,10.44,,
06-01-15 2:00,0.78,10.44,,
06-01-15 3:00,0.84,10.42,,
06-01-15 4:00,1.46,10.4,,
06-01-15 5:00,3.28,10.38,,
06-01-15 6:00,3.14,10.5,,
06-01-15 7:00,1.97,10.52,,
06-01-15 8:00,2.38,10.53,,
06-01-15 9:00,4.83,10.58,,
06-01-15 10:00,5.42,10.56,,
