Node,NVolt_kV,mw,gen_type
970.0,0.4,0.01,PV
973.0,0.4,0.03,PV
969.0,0.4,0.03,PV
988.0,0.4,0.03,PV
990.0,0.4,0.03,PV
992.0,0.4,0.045,PV
993.0,0.4,0.02,PV
994.0,0.4,0.02,PV
1018.0,0.4,0.03,PV
1012.0,0.4,0.02,PV
1013.0,0.4,0.01,PV
1005.0,0.4,0.01,PV
1001.0,0.4,0.06,PV
1003.0,0.4,0.01,PV
997.0,0.4,0.01,PV
999.0,0.4,0.01,PV
1010.0,0.4,0.03,PV
1014.0,0.4,0.01,PV
1015.0,0.4,0.01,PV
1016.0,0.4,0.03,PV
974.0,0.4,0.03,PV
975.0,0.4,0.06,PV
1019.0,0.4,0.02,PV
1022.0,0.4,0.03,PV
1038.0,0.4,0.045,PV
1020.0,0.4,0.06,PV
1036.0,0.4,0.01,PV
1034.0,0.4,0.01,PV
1040.0,0.4,0.01,PV
1035.0,0.4,0.02,PV
1033.0,0.4,0.01,PV
1023.0,0.4,0.01,PV
1057.0,0.4,0.03,PV
1042.0,0.4,0.01,PV
1047.0,0.4,0.03,PV
1049.0,0.4,0.03,PV
1056.0,0.4,0.02,PV
1054.0,0.4,0.03,PV
1059.0,0.4,0.02,PV
1044.0,0.4,0.06,PV
1045.0,0.4,0.06,PV
1052.0,0.4,0.03,PV
1051.0,0.4,0.01,PV
1041.0,0.4,0.01,PV
1077.0,0.4,0.03,PV
1067.0,0.4,0.01,PV
1083.0,0.4,0.03,PV
1084.0,0.4,0.03,PV
1064.0,0.4,0.03,PV
1070.0,0.4,0.03,PV
1071.0,0.4,0.03,PV
1068.0,0.4,0.03,PV
1073.0,0.4,0.03,PV
1074.0,0.4,0.03,PV
1072.0,0.4,0.01,PV
1065.0,0.4,0.03,PV
1079.0,0.4,0.01,PV
1076.0,0.4,0.02,PV
1081.0,0.4,0.02,PV
1092.0,0.4,0.02,PV
1094.0,0.4,0.06,PV
1095.0,0.4,0.03,PV
1086.0,0.4,0.03,PV
1099.0,0.4,0.03,PV
1102.0,0.4,0.03,PV
1089.0,0.4,0.03,PV
1088.0,0.4,0.03,PV
979.0,0.4,0.03,PV
984.0,0.4,0.03,PV
985.0,0.4,0.03,PV
1104.0,10.0,0.017500000000000182,PV
1105.0,10.0,0.4366,WPP1
