Node,NVolt_kV,mw,gen_type
7109.0,0.4,0.01,PV
7103.0,0.4,0.01,PV
7099.0,0.4,0.01,PV
7098.0,0.4,0.01,PV
7102.0,0.4,0.01,PV
7096.0,0.4,0.01,PV
7104.0,0.4,0.01,PV
7105.0,0.4,0.02,PV
7095.0,0.4,0.005,PV
7089.0,0.4,0.005,PV
7106.0,0.4,0.005,PV
7063.0,0.4,0.005,PV
7204.0,0.4,0.005,PV
7205.0,0.4,0.005,PV
7206.0,0.4,0.005,PV
7241.0,0.4,0.005,PV
7225.0,0.4,0.01,PV
7228.0,0.4,0.005,PV
7230.0,0.4,0.01,PV
7231.0,0.4,0.01,PV
7263.0,0.4,0.005,PV
7249.0,0.4,0.02,PV
7250.0,0.4,0.009000000000000001,PV
7254.0,0.4,0.01,PV
7248.0,0.4,0.01,PV
7246.0,0.4,0.005,PV
7302.0,0.4,0.005,PV
7306.0,0.4,0.005,PV
7283.0,0.4,0.01,PV
7271.0,0.4,0.01,PV
7281.0,0.4,0.01,PV
7288.0,0.4,0.01,PV
7294.0,0.4,0.005,PV
7266.0,0.4,0.005,PV
7297.0,0.4,0.005,PV
7301.0,0.4,0.005,PV
7122.0,0.4,0.009000000000000001,PV
7112.0,0.4,0.005,PV
7117.0,0.4,0.005,PV
7113.0,0.4,0.01,PV
7119.0,0.4,0.005,PV
7135.0,0.4,0.005,PV
7133.0,0.4,0.02,PV
7137.0,0.4,0.02,PV
7150.0,0.4,0.005,PV
7155.0,0.4,0.005,PV
7156.0,0.4,0.02,PV
7159.0,0.4,0.005,PV
7166.0,0.4,0.005,PV
7179.0,0.4,0.005,PV
7196.0,0.4,0.005,PV
7188.0,0.4,0.01,PV
7184.0,0.4,0.005,PV
7189.0,0.4,0.005,PV
7321.0,10.0,0.00749999999999998,PV
7322.0,10.0,2.8765,WPP1
7323.0,10.0,1.7893,WPP2
7324.0,10.0,3.6,WPP3
7325.0,10.0,4.3005,WPP3
