Node,NVolt_kV,mw,gen_type
2711.0,0.4,0.01,PV
2705.0,0.4,0.005,PV
2703.0,0.4,0.01,PV
2704.0,0.4,0.01,PV
2693.0,0.4,0.01,PV
2706.0,0.4,0.01,PV
2707.0,0.4,0.01,PV
2692.0,0.4,0.01,PV
2699.0,0.4,0.01,PV
2695.0,0.4,0.01,PV
2732.0,0.4,0.01,PV
2719.0,0.4,0.01,PV
2718.0,0.4,0.01,PV
2712.0,0.4,0.009000000000000001,PV
2667.0,0.4,0.035,PV
2675.0,0.4,0.01,PV
2684.0,0.4,0.01,PV
2673.0,0.4,0.01,PV
2683.0,0.4,0.01,PV
2685.0,0.4,0.01,PV
2670.0,0.4,0.01,PV
2671.0,0.4,0.01,PV
2674.0,0.4,0.005,PV
2679.0,0.4,0.01,PV
2676.0,0.4,0.01,PV
2681.0,0.4,0.01,PV
2643.0,0.4,0.005,PV
2644.0,0.4,0.01,PV
2645.0,0.4,0.01,PV
2646.0,0.4,0.01,PV
2647.0,0.4,0.035,PV
2798.0,0.4,0.01,PV
2791.0,0.4,0.035,PV
2797.0,0.4,0.035,PV
2779.0,0.4,0.035,PV
2781.0,0.4,0.009000000000000001,PV
2785.0,0.4,0.01,PV
2818.0,0.4,0.035,PV
2805.0,0.4,0.01,PV
2816.0,0.4,0.01,PV
2819.0,0.4,0.01,PV
2801.0,0.4,0.01,PV
2810.0,0.4,0.01,PV
2821.0,0.4,0.01,PV
2800.0,0.4,0.01,PV
2802.0,0.4,0.01,PV
2829.0,0.4,0.01,PV
2842.0,0.4,0.01,PV
2826.0,0.4,0.01,PV
2822.0,0.4,0.01,PV
2823.0,0.4,0.01,PV
2827.0,0.4,0.01,PV
2828.0,0.4,0.01,PV
2830.0,0.4,0.01,PV
2835.0,0.4,0.01,PV
2831.0,0.4,0.01,PV
2833.0,0.4,0.01,PV
2834.0,0.4,0.01,PV
2840.0,0.4,0.01,PV
2843.0,0.4,0.01,PV
2888.0,0.4,0.01,PV
2846.0,0.4,0.01,PV
2844.0,0.4,0.01,PV
2855.0,0.4,0.01,PV
2867.0,0.4,0.01,PV
2860.0,0.4,0.01,PV
2856.0,0.4,0.005,PV
2861.0,0.4,0.005,PV
2885.0,0.4,0.005,PV
2886.0,0.4,0.005,PV
2648.0,0.4,0.005,PV
2649.0,0.4,0.005,PV
2650.0,0.4,0.005,PV
2890.0,0.4,0.035,PV
2924.0,0.4,0.01,PV
2892.0,0.4,0.01,PV
2927.0,0.4,0.009000000000000001,PV
2930.0,0.4,0.01,PV
2947.0,0.4,0.01,PV
2978.0,0.4,0.01,PV
2956.0,0.4,0.01,PV
2944.0,0.4,0.01,PV
2943.0,0.4,0.01,PV
2939.0,0.4,0.01,PV
2942.0,0.4,0.01,PV
2954.0,0.4,0.01,PV
2962.0,0.4,0.01,PV
2936.0,0.4,0.01,PV
2965.0,0.4,0.005,PV
2970.0,0.4,0.01,PV
2976.0,0.4,0.035,PV
3010.0,0.4,0.01,PV
3014.0,0.4,0.01,PV
2994.0,0.4,0.005,PV
3022.0,0.4,0.005,PV
3023.0,0.4,0.005,PV
2999.0,0.4,0.009000000000000001,PV
3002.0,0.4,0.01,PV
3005.0,0.4,0.009000000000000001,PV
3008.0,0.4,0.009000000000000001,PV
2988.0,0.4,0.01,PV
2996.0,0.4,0.01,PV
2750.0,0.4,0.01,PV
2768.0,0.4,0.01,PV
2769.0,0.4,0.01,PV
2763.0,0.4,0.01,PV
2774.0,0.4,0.01,PV
2770.0,0.4,0.01,PV
2765.0,0.4,0.01,PV
2762.0,0.4,0.01,PV
2775.0,0.4,0.01,PV
2777.0,0.4,0.01,PV
3028.0,10.0,0.029799999999999882,PV
3029.0,10.0,2.6092,WPP1
