Node,NVolt_kV,mw,gen_type
6624.0,0.4,0.004,PV
6625.0,0.4,0.004,PV
6611.0,0.4,0.004,PV
6614.0,0.4,0.01,PV
6619.0,0.4,0.004,PV
6620.0,0.4,0.01,PV
6612.0,0.4,0.004,PV
6610.0,0.4,0.004,PV
6656.0,0.4,0.004,PV
6662.0,0.4,0.004,PV
6669.0,0.4,0.004,PV
6670.0,0.4,0.004,PV
6653.0,0.4,0.004,PV
6663.0,0.4,0.004,PV
6654.0,0.4,0.004,PV
6650.0,0.4,0.004,PV
6657.0,0.4,0.004,PV
6660.0,0.4,0.004,PV
6647.0,0.4,0.004,PV
6628.0,0.4,0.01,PV
6645.0,0.4,0.01,PV
6636.0,0.4,0.01,PV
6559.0,0.4,0.004,PV
6562.0,0.4,0.004,PV
6708.0,0.4,0.004,PV
6712.0,0.4,0.004,PV
6714.0,0.4,0.004,PV
6715.0,0.4,0.004,PV
6700.0,0.4,0.01,PV
6701.0,0.4,0.01,PV
6709.0,0.4,0.01,PV
6696.0,0.4,0.01,PV
6699.0,0.4,0.01,PV
6706.0,0.4,0.004,PV
6697.0,0.4,0.01,PV
6698.0,0.4,0.01,PV
6695.0,0.4,0.01,PV
6702.0,0.4,0.004,PV
6722.0,0.4,0.01,PV
6729.0,0.4,0.01,PV
6736.0,0.4,0.01,PV
6737.0,0.4,0.004,PV
6726.0,0.4,0.004,PV
6732.0,0.4,0.01,PV
6723.0,0.4,0.01,PV
6717.0,0.4,0.004,PV
6724.0,0.4,0.004,PV
6727.0,0.4,0.004,PV
6728.0,0.4,0.004,PV
6685.0,0.4,0.004,PV
6674.0,0.4,0.004,PV
6677.0,0.4,0.004,PV
6673.0,0.4,0.004,PV
6676.0,0.4,0.004,PV
6681.0,0.4,0.004,PV
6680.0,0.4,0.004,PV
6688.0,0.4,0.004,PV
6597.0,0.4,0.01,PV
7017.0,0.4,0.01,PV
6986.0,0.4,0.01,PV
7026.0,0.4,0.01,PV
7035.0,0.4,0.01,PV
7044.0,0.4,0.01,PV
7021.0,0.4,0.004,PV
7010.0,0.4,0.004,PV
7015.0,0.4,0.004,PV
6989.0,0.4,0.01,PV
7023.0,0.4,0.004,PV
6997.0,0.4,0.004,PV
7002.0,0.4,0.004,PV
6992.0,0.4,0.004,PV
7005.0,0.4,0.01,PV
7008.0,0.4,0.004,PV
7012.0,0.4,0.004,PV
7006.0,0.4,0.004,PV
6998.0,0.4,0.004,PV
7013.0,0.4,0.004,PV
6995.0,0.4,0.004,PV
7001.0,0.4,0.004,PV
7004.0,0.4,0.004,PV
7009.0,0.4,0.004,PV
6991.0,0.4,0.004,PV
7003.0,0.4,0.004,PV
7007.0,0.4,0.004,PV
7011.0,0.4,0.004,PV
7014.0,0.4,0.004,PV
7019.0,0.4,0.004,PV
7024.0,0.4,0.01,PV
7027.0,0.4,0.004,PV
7028.0,0.4,0.004,PV
7034.0,0.4,0.004,PV
7037.0,0.4,0.004,PV
7039.0,0.4,0.004,PV
7040.0,0.4,0.004,PV
7041.0,0.4,0.008,PV
7045.0,0.4,0.004,PV
7049.0,0.4,0.004,PV
6756.0,0.4,0.004,PV
6748.0,0.4,0.004,PV
6742.0,0.4,0.004,PV
6744.0,0.4,0.004,PV
6755.0,0.4,0.01,PV
6757.0,0.4,0.01,PV
6741.0,0.4,0.004,PV
6743.0,0.4,0.004,PV
6745.0,0.4,0.004,PV
6746.0,0.4,0.004,PV
6749.0,0.4,0.004,PV
6753.0,0.4,0.004,PV
6738.0,0.4,0.004,PV
6766.0,0.4,0.004,PV
6775.0,0.4,0.004,PV
6790.0,0.4,0.004,PV
6800.0,0.4,0.01,PV
6798.0,0.4,0.01,PV
6801.0,0.4,0.004,PV
6780.0,0.4,0.004,PV
6769.0,0.4,0.004,PV
6796.0,0.4,0.01,PV
6802.0,0.4,0.004,PV
6803.0,0.4,0.004,PV
6778.0,0.4,0.004,PV
