Node,NVolt_kV,mw,gen_type
2256.0,0.4,0.006,PV
2257.0,0.4,0.006,PV
2276.0,0.4,0.01,PV
2278.0,0.4,0.006,PV
2285.0,0.4,0.006,PV
2290.0,0.4,0.006,PV
2282.0,0.4,0.01,PV
2281.0,0.4,0.01,PV
2269.0,0.4,0.006,PV
2284.0,0.4,0.006,PV
2272.0,0.4,0.025,PV
2280.0,0.4,0.006,PV
2283.0,0.4,0.01,PV
2270.0,0.4,0.006,PV
2273.0,0.4,0.013636363636363636,PV
2268.0,0.4,0.01,PV
2258.0,0.4,0.013636363636363636,PV
2262.0,0.4,0.013636363636363636,PV
2295.0,0.4,0.01,PV
2309.0,0.4,0.01,PV
2294.0,0.4,0.013636363636363636,PV
2301.0,0.4,0.006,PV
2299.0,0.4,0.01,PV
2302.0,0.4,0.01,PV
2298.0,0.4,0.006,PV
2331.0,0.4,0.01,PV
2315.0,0.4,0.025,PV
2319.0,0.4,0.006,PV
2318.0,0.4,0.01,PV
2324.0,0.4,0.006,PV
2325.0,0.4,0.01,PV
2328.0,0.4,0.006,PV
2332.0,0.4,0.01,PV
2313.0,0.4,0.01,PV
2322.0,0.4,0.006,PV
2323.0,0.4,0.006,PV
2321.0,0.4,0.01,PV
2317.0,0.4,0.006,PV
2327.0,0.4,0.01,PV
2247.0,0.4,0.01,PV
2509.0,0.4,0.009000000000000001,PV
2490.0,0.4,0.01,PV
2512.0,0.4,0.01,PV
2505.0,0.4,0.01,PV
2493.0,0.4,0.01,PV
2498.0,0.4,0.01,PV
2503.0,0.4,0.01,PV
2506.0,0.4,0.009000000000000001,PV
2508.0,0.4,0.006,PV
2526.0,0.4,0.01,PV
2499.0,0.4,0.006,PV
2528.0,0.4,0.01,PV
2529.0,0.4,0.006,PV
2527.0,0.4,0.01,PV
2495.0,0.4,0.006,PV
2510.0,0.4,0.006,PV
2532.0,0.4,0.006,PV
2501.0,0.4,0.006,PV
2507.0,0.4,0.006,PV
2534.0,0.4,0.006,PV
2504.0,0.4,0.006,PV
2517.0,0.4,0.006,PV
2538.0,0.4,0.006,PV
2555.0,0.4,0.006,PV
2562.0,0.4,0.006,PV
2550.0,0.4,0.006,PV
2577.0,0.4,0.006,PV
2537.0,0.4,0.006,PV
2542.0,0.4,0.006,PV
2544.0,0.4,0.01,PV
2559.0,0.4,0.01,PV
2561.0,0.4,0.006,PV
2568.0,0.4,0.006,PV
2569.0,0.4,0.006,PV
2557.0,0.4,0.006,PV
2570.0,0.4,0.006,PV
2545.0,0.4,0.006,PV
2547.0,0.4,0.01,PV
2535.0,0.4,0.01,PV
2572.0,0.4,0.01,PV
2573.0,0.4,0.01,PV
2574.0,0.4,0.01,PV
2575.0,0.4,0.01,PV
2571.0,0.4,0.013636363636363636,PV
2540.0,0.4,0.013636363636363636,PV
2581.0,0.4,0.013636363636363636,PV
2623.0,0.4,0.01,PV
2624.0,0.4,0.01,PV
2596.0,0.4,0.01,PV
2580.0,0.4,0.01,PV
2583.0,0.4,0.01,PV
2614.0,0.4,0.01,PV
2594.0,0.4,0.01,PV
2599.0,0.4,0.01,PV
2593.0,0.4,0.01,PV
2582.0,0.4,0.009000000000000001,PV
2590.0,0.4,0.01,PV
2608.0,0.4,0.01,PV
2589.0,0.4,0.01,PV
2616.0,0.4,0.01,PV
2617.0,0.4,0.01,PV
2619.0,0.4,0.01,PV
2607.0,0.4,0.013636363636363636,PV
2592.0,0.4,0.013636363636363636,PV
2602.0,0.4,0.013636363636363636,PV
2588.0,0.4,0.006,PV
2597.0,0.4,0.006,PV
2604.0,0.4,0.006,PV
2606.0,0.4,0.006,PV
2612.0,0.4,0.01,PV
2605.0,0.4,0.006,PV
2630.0,0.4,0.01,PV
2251.0,0.4,0.006,PV
2252.0,0.4,0.006,PV
2253.0,0.4,0.006,PV
2254.0,0.4,0.006,PV
2241.0,0.4,0.025,PV
2242.0,0.4,0.006,PV
2243.0,0.4,0.006,PV
2244.0,0.4,0.006,PV
2387.0,0.4,0.006,PV
2389.0,0.4,0.01,PV
2399.0,0.4,0.006,PV
2400.0,0.4,0.006,PV
2383.0,0.4,0.006,PV
2384.0,0.4,0.006,PV
2392.0,0.4,0.006,PV
2395.0,0.4,0.01,PV
2397.0,0.4,0.01,PV
2386.0,0.4,0.006,PV
2381.0,0.4,0.01,PV
2420.0,0.4,0.009000000000000001,PV
2421.0,0.4,0.01,PV
2406.0,0.4,0.01,PV
2419.0,0.4,0.01,PV
2405.0,0.4,0.025,PV
2443.0,0.4,0.025,PV
2432.0,0.4,0.01,PV
2438.0,0.4,0.01,PV
2426.0,0.4,0.01,PV
2430.0,0.4,0.01,PV
2435.0,0.4,0.013636363636363636,PV
2440.0,0.4,0.01,PV
2429.0,0.4,0.01,PV
2424.0,0.4,0.01,PV
2433.0,0.4,0.01,PV
2442.0,0.4,0.01,PV
2437.0,0.4,0.01,PV
2465.0,0.4,0.01,PV
2458.0,0.4,0.01,PV
2485.0,0.4,0.006,PV
2456.0,0.4,0.006999999999999999,PV
2457.0,0.4,0.006999999999999999,PV
2445.0,0.4,0.006,PV
2475.0,0.4,0.006,PV
2478.0,0.4,0.006,PV
2480.0,0.4,0.006,PV
2453.0,0.4,0.006,PV
2459.0,0.4,0.006,PV
2467.0,0.4,0.006,PV
2451.0,0.4,0.006,PV
2483.0,0.4,0.006,PV
2470.0,0.4,0.006,PV
2474.0,0.4,0.006,PV
2471.0,0.4,0.006,PV
2455.0,0.4,0.006,PV
2468.0,0.4,0.006,PV
2486.0,0.4,0.006,PV
2487.0,0.4,0.006,PV
2462.0,0.4,0.006,PV
2488.0,0.4,0.006,PV
2353.0,0.4,0.01,PV
2354.0,0.4,0.01,PV
2355.0,0.4,0.01,PV
2352.0,0.4,0.01,PV
2339.0,0.4,0.01,PV
2336.0,0.4,0.01,PV
2337.0,0.4,0.01,PV
2343.0,0.4,0.01,PV
2360.0,0.4,0.01,PV
2369.0,0.4,0.01,PV
2368.0,0.4,0.01,PV
2372.0,0.4,0.01,PV
2373.0,0.4,0.025,PV
2632.0,10.0,0.2903999999999999,PV
2633.0,10.0,1.0368,WPP1
2634.0,10.0,2.3406,WPP2
