Node,NVolt_kV,mw,gen_type
3295.0,0.4,0.004,PV
3300.0,0.4,0.004,PV
3296.0,0.4,0.004,PV
3285.0,0.4,0.004,PV
3290.0,0.4,0.004,PV
3298.0,0.4,0.004,PV
3286.0,0.4,0.004,PV
3280.0,0.4,0.004,PV
3282.0,0.4,0.004,PV
3313.0,0.4,0.003,PV
3306.0,0.4,0.003,PV
3278.0,0.4,0.003,PV
3273.0,0.4,0.003,PV
3305.0,0.4,0.003,PV
3312.0,0.4,0.003,PV
3315.0,0.4,0.003,PV
3281.0,0.4,0.003,PV
3301.0,0.4,0.003,PV
3279.0,0.4,0.003,PV
3079.0,0.4,0.003,PV
3080.0,0.4,0.003,PV
3081.0,0.4,0.003,PV
3170.0,0.4,0.003,PV
3180.0,0.4,0.003,PV
3175.0,0.4,0.003,PV
3173.0,0.4,0.004,PV
3187.0,0.4,0.006999999999999999,PV
3363.0,0.4,0.003,PV
3379.0,0.4,0.003,PV
3383.0,0.4,0.2975,PV
3389.0,0.4,0.003,PV
3450.0,0.4,0.002,PV
3451.0,0.4,0.002,PV
3441.0,0.4,0.002,PV
3446.0,0.4,0.002,PV
3410.0,0.4,0.002,PV
3414.0,0.4,0.002,PV
3425.0,0.4,0.002,PV
3420.0,0.4,0.002,PV
3429.0,0.4,0.002,PV
3435.0,0.4,0.002,PV
3416.0,0.4,0.002,PV
3426.0,0.4,0.002,PV
3421.0,0.4,0.002,PV
3418.0,0.4,0.009000000000000001,PV
3415.0,0.4,0.009000000000000001,PV
3424.0,0.4,0.002,PV
3428.0,0.4,0.002,PV
3430.0,0.4,0.002,PV
3438.0,0.4,0.003,PV
3440.0,0.4,0.003,PV
3444.0,0.4,0.003,PV
3419.0,0.4,0.009000000000000001,PV
3408.0,0.4,0.003,PV
3448.0,0.4,0.002,PV
3466.0,0.4,0.002,PV
3457.0,0.4,0.003,PV
3460.0,0.4,0.003,PV
3486.0,0.4,0.009000000000000001,PV
3465.0,0.4,0.003,PV
3469.0,0.4,0.003,PV
3474.0,0.4,0.003,PV
3490.0,0.4,0.003,PV
3492.0,0.4,0.002,PV
3493.0,0.4,0.003,PV
3495.0,0.4,0.002,PV
3478.0,0.4,0.003,PV
3459.0,0.4,0.002,PV
3471.0,0.4,0.003,PV
3468.0,0.4,0.008,PV
3524.0,0.4,0.003,PV
3533.0,0.4,0.002,PV
3523.0,0.4,0.002,PV
3531.0,0.4,0.003,PV
3550.0,0.4,0.003,PV
3578.0,0.4,0.003,PV
3559.0,0.4,0.003,PV
3558.0,0.4,0.003,PV
3537.0,0.4,0.002,PV
3535.0,0.4,0.003,PV
3552.0,0.4,0.006999999999999999,PV
3554.0,0.4,0.003,PV
3538.0,0.4,0.002,PV
3564.0,0.4,0.003,PV
3572.0,0.4,0.003,PV
3518.0,0.4,0.003,PV
3501.0,0.4,0.003,PV
3510.0,0.4,0.003,PV
3512.0,0.4,0.003,PV
3500.0,0.4,0.004,PV
3507.0,0.4,0.003,PV
3515.0,0.4,0.004,PV
3516.0,0.4,0.003,PV
3504.0,0.4,0.004,PV
3517.0,0.4,0.003,PV
3143.0,0.4,0.003,PV
3144.0,0.4,0.004,PV
3147.0,0.4,0.003,PV
3142.0,0.4,0.003,PV
3151.0,0.4,0.004,PV
3152.0,0.4,0.003,PV
3153.0,0.4,0.003,PV
3140.0,0.4,0.008,PV
3145.0,0.4,0.2975,PV
3342.0,0.4,0.002,PV
3325.0,0.4,0.004,PV
3317.0,0.4,0.004,PV
3321.0,0.4,0.004,PV
3351.0,0.4,0.004,PV
3345.0,0.4,0.004,PV
3359.0,0.4,0.003,PV
3330.0,0.4,0.004,PV
3352.0,0.4,0.004,PV
3343.0,0.4,0.004,PV
3353.0,0.4,0.004,PV
3347.0,0.4,0.003,PV
3323.0,0.4,0.003,PV
3336.0,0.4,0.003,PV
3337.0,0.4,0.003,PV
3349.0,0.4,0.003,PV
3350.0,0.4,0.003,PV
3360.0,0.4,0.003,PV
3340.0,0.4,0.003,PV
3361.0,0.4,0.003,PV
3358.0,0.4,0.003,PV
3344.0,0.4,0.003,PV
3124.0,0.4,0.003,PV
3123.0,0.4,0.003,PV
3127.0,0.4,0.002,PV
3130.0,0.4,0.002,PV
3134.0,0.4,0.002,PV
3125.0,0.4,0.002,PV
3131.0,0.4,0.002,PV
3076.0,0.4,0.002,PV
3078.0,0.4,0.002,PV
3241.0,0.4,0.002,PV
3230.0,0.4,0.002,PV
3245.0,0.4,0.003,PV
3247.0,0.4,0.002,PV
3259.0,0.4,0.002,PV
3260.0,0.4,0.002,PV
3254.0,0.4,0.002,PV
3262.0,0.4,0.002,PV
3261.0,0.4,0.003,PV
3252.0,0.4,0.003,PV
3113.0,0.4,0.008,PV
3116.0,0.4,0.003,PV
3097.0,0.4,0.004,PV
3069.0,0.4,0.003,PV
3218.0,0.4,0.003,PV
3213.0,0.4,0.003,PV
3227.0,0.4,0.003,PV
3209.0,0.4,0.003,PV
3206.0,0.4,0.004,PV
3216.0,0.4,0.004,PV
3224.0,0.4,0.004,PV
3212.0,0.4,0.004,PV
3585.0,10.0,0.5499999999999999,PV
3586.0,10.0,3.6,WPP2
3587.0,10.0,3.6,WPP2
3588.0,10.0,9.6173,WPP2
