BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_kV,ZONE,VMAX,VMIN
596.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
597.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
598.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
599.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
600.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
601.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
602.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
603.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
604.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
605.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
606.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
607.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
608.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
609.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
610.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
611.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
612.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,47.0,1.1,0.9
613.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
614.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
615.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
616.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
617.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
618.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
619.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
620.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
621.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
622.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
623.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
624.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
625.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
626.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
627.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
628.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
629.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
7060.0,1.0,0.006561194029850746,0.0016112030074585436,0.0,0.0,0.0,1.0,0.0,0.4,47.0,1.1,0.9
