BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_kV,ZONE,VMAX,VMIN
264.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
265.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
266.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
267.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
268.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
269.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
270.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
271.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
272.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
273.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
274.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
275.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
276.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
277.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
278.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
279.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
280.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
281.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
282.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
283.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
284.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
285.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
286.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
287.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,37.0,1.1,0.9
288.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
289.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
290.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
291.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
292.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
293.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
294.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
295.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
296.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
297.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
298.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
299.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
300.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
301.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
302.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
303.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
304.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,37.0,1.1,0.9
