hv_bus,lv_bus,r_pu,x_pu,vkv_base,vn_lv_kv,smva_base,pfe_kw,i0_percent,vk_percent,vkr_percent
596,613,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
611,628,2.19,9.26,10,0.4,0.63,0.8,0.126,6.0,0.236
612,629,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
601,618,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
602,619,2.19,9.26,10,0.4,0.63,0.8,0.126,6.0,0.236
603,620,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
604,621,2.19,9.26,10,0.4,0.63,0.8,0.126,6.0,0.236
605,622,2.19,9.26,10,0.4,0.63,0.8,0.126,6.0,0.236
606,623,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
607,624,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
608,625,1.22,5.157,10,0.4,1.0,1.3,0.13,5.3,0.236
609,626,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
610,627,2.19,9.26,10,0.4,0.63,0.8,0.126,6.0,0.236
598,615,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
599,616,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
600,617,2.19,9.26,10,0.4,0.63,0.8,0.126,6.0,0.236
597,614,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
