BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_kV,ZONE,VMAX,VMIN
84.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,27.0,1.1,0.9
85.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,27.0,1.1,0.9
86.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,27.0,1.1,0.9
87.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,27.0,1.1,0.9
88.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,27.0,1.1,0.9
89.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
91.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
92.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
93.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
969.0,2.0,0.056827272727272726,0.013954818636255374,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
970.0,2.0,0.023743589743589744,0.005830606903055397,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
971.0,1.0,0.023743589743589744,0.005830606903055397,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
972.0,1.0,0.023743589743589744,0.005830606903055397,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
973.0,2.0,0.056827272727272726,0.013954818636255374,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
974.0,2.0,0.05955,0.014623426568035646,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
975.0,2.0,0.058533333333333326,0.0143737682918951,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
976.0,1.0,0.05955,0.014623426568035646,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
977.0,1.0,0.05441666666666667,0.013362856911457149,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
978.0,1.0,0.05441666666666667,0.013362856911457149,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
979.0,2.0,0.056827272727272726,0.013954818636255374,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
980.0,1.0,0.056827272727272726,0.013954818636255374,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
981.0,1.0,0.023743589743589744,0.005830606903055397,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
982.0,1.0,0.023743589743589744,0.005830606903055397,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
983.0,1.0,0.056827272727272726,0.013954818636255374,0.0,0.0,0.0,1.0,0.0,0.4,27.0,1.1,0.9
