BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_kV,ZONE,VMAX,VMIN
554.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
555.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
556.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
557.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
558.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
559.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
560.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
561.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
562.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
563.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
564.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
565.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
566.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
567.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
568.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
569.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
570.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
571.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
572.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
573.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
574.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,46.0,1.1,0.9
575.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,46.0,1.1,0.9
576.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,46.0,1.1,0.9
577.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,46.0,1.1,0.9
578.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,46.0,1.1,0.9
579.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,46.0,1.1,0.9
