 Name                                               Version   License                                       
 pyobjc-framework-CoreText                          10.3.1    MIT License                                   
 pyobjc-framework-CoreWLAN                          10.3.1    MIT License                                   
 pyobjc-framework-CryptoTokenKit                    10.3.1    MIT License                                   
 pyobjc-framework-DVDPlayback                       10.3.1    MIT License                                   
 pyobjc-framework-DataDetection                     10.3.1    MIT License                                   
 pyobjc-framework-DeviceCheck                       10.3.1    MIT License                                   
 pyobjc-framework-DictionaryServices                10.3.1    MIT License                                   
 pyobjc-framework-DiscRecording                     10.3.1    MIT License                                   
 pyobjc-framework-DiscRecordingUI                   10.3.1    MIT License                                   
 pyobjc-framework-DiskArbitration                   10.3.1    MIT License                                   
 pyobjc-framework-EventKit                          10.3.1    MIT License                                   
 pyobjc-framework-ExceptionHandling                 10.3.1    MIT License                                   
 pyobjc-framework-ExecutionPolicy                   10.3.1    MIT License                                   
 pyobjc-framework-ExtensionKit                      10.3.1    MIT License                                   
 pyobjc-framework-ExternalAccessory                 10.3.1    MIT License                                   
 pyobjc-framework-FSEvents                          10.3.1    MIT License                                   
 pyobjc-framework-FileProvider                      10.3.1    MIT License                                   
 pyobjc-framework-FileProviderUI                    10.3.1    MIT License                                   
 pyobjc-framework-FinderSync                        10.3.1    MIT License                                   
 pyobjc-framework-GameCenter                        10.3.1    MIT License                                   
 pyobjc-framework-GameController                    10.3.1    MIT License                                   
 pyobjc-framework-GameKit                           10.3.1    MIT License                                   
 pyobjc-framework-GameplayKit                       10.3.1    MIT License                                   
 pyobjc-framework-HealthKit                         10.3.1    MIT License                                   
 pyobjc-framework-IOBluetooth                       10.3.1    MIT License                                   
 pyobjc-framework-IOBluetoothUI                     10.3.1    MIT License                                   
 pyobjc-framework-IOSurface                         10.3.1    MIT License                                   
 pyobjc-framework-ImageCaptureCore                  10.3.1    MIT License                                   
 pyobjc-framework-InputMethodKit                    10.3.1    MIT License                                   
 pyobjc-framework-InstallerPlugins                  10.3.1    MIT License                                   
 pyobjc-framework-InstantMessage                    10.3.1    MIT License                                   
 pyobjc-framework-Intents                           10.3.1    MIT License                                   
 pyobjc-framework-IntentsUI                         10.3.1    MIT License                                   
 pyobjc-framework-KernelManagement                  10.3.1    MIT License                                   
 pyobjc-framework-LatentSemanticMapping             10.3.1    MIT License                                   
 pyobjc-framework-LaunchServices                    10.3.1    MIT License                                   
 pyobjc-framework-LinkPresentation                  10.3.1    MIT License                                   
 pyobjc-framework-LocalAuthentication               10.3.1    MIT License                                   
 pyobjc-framework-LocalAuthenticationEmbeddedUI     10.3.1    MIT License                                   
 pyobjc-framework-MLCompute                         10.3.1    MIT License                                   
 pyobjc-framework-MailKit                           10.3.1    MIT License                                   
 pyobjc-framework-MapKit                            10.3.1    MIT License                                   
 pyobjc-framework-MediaAccessibility                10.3.1    MIT License                                   
 pyobjc-framework-MediaLibrary                      10.3.1    MIT License                                   
 pyobjc-framework-MediaPlayer                       10.3.1    MIT License                                   
 pyobjc-framework-MediaToolbox                      10.3.1    MIT License                                   
 pyobjc-framework-Metal                             10.3.1    MIT License                                   
 pyobjc-framework-MetalFX                           10.3.1    MIT License                                   
 pyobjc-framework-MetalKit                          10.3.1    MIT License                                   
 pyobjc-framework-MetalPerformanceShaders           10.3.1    MIT License                                   
 pyobjc-framework-MetalPerformanceShadersGraph      10.3.1    MIT License                                   
 pyobjc-framework-MetricKit                         10.3.1    MIT License                                   
 pyobjc-framework-ModelIO                           10.3.1    MIT License                                   
 pyobjc-framework-MultipeerConnectivity             10.3.1    MIT License                                   
 pyobjc-framework-NaturalLanguage                   10.3.1    MIT License                                   
 pyobjc-framework-NetFS                             10.3.1    MIT License                                   
 pyobjc-framework-Network                           10.3.1    MIT License                                   
 pyobjc-framework-NetworkExtension                  10.3.1    MIT License                                   
 pyobjc-framework-NotificationCenter                10.3.1    MIT License                                   
 pyobjc-framework-OSAKit                            10.3.1    MIT License                                   
 pyobjc-framework-OSLog                             10.3.1    MIT License                                   
 pyobjc-framework-OpenDirectory                     10.3.1    MIT License                                   
 pyobjc-framework-PHASE                             10.3.1    MIT License                                   
 pyobjc-framework-PassKit                           10.3.1    MIT License                                   
 pyobjc-framework-PencilKit                         10.3.1    MIT License                                   
 pyobjc-framework-Photos                            10.3.1    MIT License                                   
 pyobjc-framework-PhotosUI                          10.3.1    MIT License                                   
 pyobjc-framework-PreferencePanes                   10.3.1    MIT License                                   
 pyobjc-framework-PushKit                           10.3.1    MIT License                                   
 pyobjc-framework-Quartz                            10.3.1    MIT License                                   
 pyobjc-framework-QuickLookThumbnailing             10.3.1    MIT License                                   
 pyobjc-framework-ReplayKit                         10.3.1    MIT License                                   
 pyobjc-framework-SafariServices                    10.3.1    MIT License                                   
 pyobjc-framework-SafetyKit                         10.3.1    MIT License                                   
 pyobjc-framework-SceneKit                          10.3.1    MIT License                                   
 pyobjc-framework-ScreenCaptureKit                  10.3.1    MIT License                                   
 pyobjc-framework-ScreenSaver                       10.3.1    MIT License                                   
 pyobjc-framework-ScreenTime                        10.3.1    MIT License                                   
 pyobjc-framework-ScriptingBridge                   10.3.1    MIT License                                   
 pyobjc-framework-SearchKit                         10.3.1    MIT License                                   
 pyobjc-framework-Security                          10.3.1    MIT License                                   
 pyobjc-framework-SecurityFoundation                10.3.1    MIT License                                   
 pyobjc-framework-SecurityInterface                 10.3.1    MIT License                                   
 pyobjc-framework-SensitiveContentAnalysis          10.3.1    MIT License                                   
 pyobjc-framework-ServiceManagement                 10.3.1    MIT License                                   
 pyobjc-framework-SharedWithYou                     10.3.1    MIT License                                   
 pyobjc-framework-SharedWithYouCore                 10.3.1    MIT License                                   
 pyobjc-framework-ShazamKit                         10.3.1    MIT License                                   
 pyobjc-framework-Social                            10.3.1    MIT License                                   
 pyobjc-framework-SoundAnalysis                     10.3.1    MIT License                                   
 pyobjc-framework-Speech                            10.3.1    MIT License                                   
 pyobjc-framework-SpriteKit                         10.3.1    MIT License                                   
 pyobjc-framework-StoreKit                          10.3.1    MIT License                                   
 pyobjc-framework-Symbols                           10.3.1    MIT License                                   
 pyobjc-framework-SyncServices                      10.3.1    MIT License                                   
 pyobjc-framework-SystemConfiguration               10.3.1    MIT License                                   
 pyobjc-framework-SystemExtensions                  10.3.1    MIT License                                   
 pyobjc-framework-ThreadNetwork                     10.3.1    MIT License                                   
 pyobjc-framework-UniformTypeIdentifiers            10.3.1    MIT License                                   
 pyobjc-framework-UserNotifications                 10.3.1    MIT License                                   
 pyobjc-framework-UserNotificationsUI               10.3.1    MIT License                                   
 pyobjc-framework-VideoSubscriberAccount            10.3.1    MIT License                                   
 pyobjc-framework-VideoToolbox                      10.3.1    MIT License                                   
 pyobjc-framework-Virtualization                    10.3.1    MIT License                                   
 pyobjc-framework-Vision                            10.3.1    MIT License                                   
 pyobjc-framework-WebKit                            10.3.1    MIT License                                   
 pyobjc-framework-iTunesLibrary                     10.3.1    MIT License                                   
 pyobjc-framework-libdispatch                       10.3.1    MIT License                                   
 pyobjc-framework-libxpc                            10.3.1    MIT License                                   
 pyproject_hooks                                    1.1.0     MIT License                                   
 python-telegram-bot                                21.4      GNU Lesser General Public License v3 (LGPLv3) 
 pytz                                               2024.1    MIT License                                   
 requests                                           2.32.3    Apache Software License                       
 six                                                1.16.0    MIT License                                   
 sniffio                                            1.3.1     Apache Software License; MIT License          
 typing_extensions                                  4.12.2    Python Software Foundation License            
 tzlocal                                            5.2       MIT License                                   
 unicodeit                                          0.7.5     MIT                                           
 urllib3                                            2.2.2     MIT License                                   
